course_title,provider,category,duration,cost,course_url,source,type,description
B.Sc. In Fisheries and Marine Science,Ocean University of Sri Lanka,Science,,,https://www.pickacourse.lk/course/bsc-in-fisheries-and-marine-science?id=3636,pickacourse.lk,Academic,
B.Sc. In Oceanography,Ocean University of Sri Lanka,Science,,,https://www.pickacourse.lk/course/bsc-in-oceanography?id=3637,pickacourse.lk,Academic,
B. Sc. In Coastal and Marine Resources Management,Ocean University of Sri Lanka,Science,,,https://www.pickacourse.lk/course/b-sc-in-coastal-and-marine-resources-management?id=3638,pickacourse.lk,Academic,
Recreational Water Sports Science (NVQ 6),Ocean University of Sri Lanka,Sports,,,https://www.pickacourse.lk/course/recreational-water-sports-science-nvq-6?id=3639,pickacourse.lk,Academic,
Recreational Water Sports Science (NVQ 5),Ocean University of Sri Lanka,Sports,,,https://www.pickacourse.lk/course/recreational-water-sports-science-nvq-5?id=3640,pickacourse.lk,Academic,
Seafood Technology (NVQ 6),Ocean University of Sri Lanka,Science,,,https://www.pickacourse.lk/course/seafood-technology-nvq-6?id=3641,pickacourse.lk,Academic,
Seafood Technology (NVQ 5),Ocean University of Sri Lanka,Science,,,https://www.pickacourse.lk/course/seafood-technology-nvq-5?id=3642,pickacourse.lk,Academic,
Maritime and Logistics Management (NVQ 6),Ocean University of Sri Lanka,Business Management - Specialized,,,https://www.pickacourse.lk/course/maritime-and-logistics-management-nvq-6?id=3643,pickacourse.lk,Academic,
Marine Engine and Machinery Technology (NVQ 5),Ocean University of Sri Lanka,Engineering,,,https://www.pickacourse.lk/course/marine-engine-and-machinery-technology-nvq-5?id=3644,pickacourse.lk,Academic,
Maritime and Logistics Management (NVQ 5),Ocean University of Sri Lanka,Business Management - Specialized,,,https://www.pickacourse.lk/course/maritime-and-logistics-management-nvq-5?id=3645,pickacourse.lk,Academic,
Fishing Technology (NVQ 6),Ocean University of Sri Lanka,Science,,,https://www.pickacourse.lk/course/fishing-technology-nvq-6?id=3646,pickacourse.lk,Academic,
Aquaculture and Aquatic Resources Management (NVQ 5),Ocean University of Sri Lanka,Science,,,https://www.pickacourse.lk/course/aquaculture-and-aquatic-resources-management-nvq-5?id=3647,pickacourse.lk,Academic,
Aquaculture and Aquatic Resources Management (NVQ 6),Ocean University of Sri Lanka,Science,,,https://www.pickacourse.lk/course/aquaculture-and-aquatic-resources-management-nvq-6?id=3648,pickacourse.lk,Academic,
Computer Graphic Designer (NVQ 4),Ocean University of Sri Lanka,Arts & Design,,,https://www.pickacourse.lk/course/computer-graphic-designer-nvq-4?id=3649,pickacourse.lk,Academic,
Welder (NVQ 4),Ocean University of Sri Lanka,Vocational Training,,,https://www.pickacourse.lk/course/welder-nvq-4?id=3650,pickacourse.lk,Academic,
Scuba Diver (NVQ 3 & 4),Ocean University of Sri Lanka,Science,,,https://www.pickacourse.lk/course/scuba-diver-nvq-3-4?id=3651,pickacourse.lk,Academic,
Aquaculture Technician (NVQ 4),Ocean University of Sri Lanka,Science,,,https://www.pickacourse.lk/course/aquaculture-technician-nvq-4?id=3652,pickacourse.lk,Academic,
B.Sc. In Maritime Transportation Management and Logistics,Ocean University of Sri Lanka,Business Management - Specialized,,,https://www.pickacourse.lk/course/bsc-in-maritime-transportation-management-and-logistics?id=3653,pickacourse.lk,Academic,
Chartered Corporate Secretaries - Foundation A,Institute of Chartered Corporate Secretaries - ICCS,Business Management - Specialized,,,https://www.pickacourse.lk/course/chartered-corporate-secretaries-foundation-a?id=3654,pickacourse.lk,Academic,
Chartered Corporate Secretaries - Foundation B,Institute of Chartered Corporate Secretaries - ICCS,Business Management - Specialized,,,https://www.pickacourse.lk/course/chartered-corporate-secretaries-foundation-b?id=3655,pickacourse.lk,Academic,
Chartered Corporate Secretaries - Intermediate Level,Institute of Chartered Corporate Secretaries - ICCS,Business Management - Specialized,,,https://www.pickacourse.lk/course/chartered-corporate-secretaries-intermediate-level?id=3656,pickacourse.lk,Academic,
Chartered Corporate Secretaries - Professional Part l,Institute of Chartered Corporate Secretaries - ICCS,Business Management - Specialized,,,https://www.pickacourse.lk/course/chartered-corporate-secretaries-professional-part-l?id=3657,pickacourse.lk,Academic,
Chartered Corporate Secretaries - Professional Part ll,Institute of Chartered Corporate Secretaries - ICCS,Business Management - Specialized,,,https://www.pickacourse.lk/course/chartered-corporate-secretaries-professional-part-ll?id=3658,pickacourse.lk,Academic,
ADVANCE PROFESSIONAL DIPLOMA IN SOFTWARE APPLICATION DEVELOPMENT. – APDSAD,DHUB.CLOUD,IT,,,https://www.pickacourse.lk/course/advance-professional-diploma-in-software-application-development-apdsad?id=3659,pickacourse.lk,Academic,
INTERNSHIP FOR UNDERGRADUATES IN SRI LANKA & INDIA,DHUB.CLOUD,IT,,,https://www.pickacourse.lk/course/internship-for-undergraduates-in-sri-lanka-india?id=3660,pickacourse.lk,Academic,
DIPLOMA IN COMPUTER APPLICATION AND SOFTWARE APPLICATION DEVELOPMENT.,DHUB.CLOUD,IT,,,https://www.pickacourse.lk/course/diploma-in-computer-application-and-software-application-development?id=3661,pickacourse.lk,Academic,
MANAGEMENT DIPLOMA,SWISS Lanka Hotel School,"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/management-diploma?id=3662,pickacourse.lk,Academic,
Certificate IN HOTEL OPERATIONS,SWISS Lanka Hotel School,"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/certificate-in-hotel-operations?id=3663,pickacourse.lk,Academic,
FOOD AND BEVERAGE SERVICES,SWISS Lanka Hotel School,"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/food-and-beverage-services?id=3664,pickacourse.lk,Academic,
Diploma in Food Preparation and Culinary Arts,SWISS Lanka Hotel School,"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/diploma-in-food-preparation-and-culinary-arts?id=3665,pickacourse.lk,Academic,
Certificate IN INTERNATIONAL COOKERY,SWISS Lanka Hotel School,"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/certificate-in-international-cookery?id=3666,pickacourse.lk,Academic,
BASICS IN PASTRY & BAKERY,SWISS Lanka Hotel School,"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/basics-in-pastry-bakery?id=3667,pickacourse.lk,Academic,
SALSA 4 WEEKS INTENSIVE COURSE,El Latino Dance Academy,Arts & Design,,,https://www.pickacourse.lk/course/salsa-4-weeks-intensive-course?id=3668,pickacourse.lk,Academic,
"Learn ""BACHATA"" Online Beginner's Level 1 & 2",El Latino Dance Academy,Arts & Design,,,https://www.pickacourse.lk/course/learn-bachata-online-beginners-level-1-2?id=3669,pickacourse.lk,Academic,
"""SOCIAL DANCING""",El Latino Dance Academy,Arts & Design,,,https://www.pickacourse.lk/course/social-dancing?id=3670,pickacourse.lk,Academic,
Ballroom/Latin Dancing KIDS,El Latino Dance Academy,Arts & Design,,,https://www.pickacourse.lk/course/ballroomlatin-dancing-kids?id=3671,pickacourse.lk,Academic,
Doctor of Business Administration KPT/JPS(PA 10531)11/23,FRIENDS FIRST CAMPUS,Business Management,,,https://www.pickacourse.lk/course/doctor-of-business-administration-kptjpspa-105311123?id=3672,pickacourse.lk,Academic,
OTHM Level 7 Diploma in Strategic Marketing,FRIENDS FIRST CAMPUS,Business Management - Specialized,,,https://www.pickacourse.lk/course/othm-level-7-diploma-in-strategic-marketing?id=3675,pickacourse.lk,Academic,
OTHM Level 7 Diploma in Education Management and Leadership,FRIENDS FIRST CAMPUS,Business Management,,,https://www.pickacourse.lk/course/othm-level-7-diploma-in-education-management-and-leadership?id=3678,pickacourse.lk,Academic,
OTHM Level 7 Diploma in Project Management,FRIENDS FIRST CAMPUS,Business Management - Specialized,,,https://www.pickacourse.lk/course/othm-level-7-diploma-in-project-management?id=3680,pickacourse.lk,Academic,
OTHM Level 7 Diploma in Public Administration,FRIENDS FIRST CAMPUS,Vocational Training,,,https://www.pickacourse.lk/course/othm-level-7-diploma-in-public-administration?id=3682,pickacourse.lk,Academic,
Bachelor of Civil Engineering Technology With Honours,FRIENDS FIRST CAMPUS,Engineering,,,https://www.pickacourse.lk/course/bachelor-of-civil-engineering-technology-with-honours?id=3683,pickacourse.lk,Academic,
Bachelor of Mechanical Engineering Technology With Honours,FRIENDS FIRST CAMPUS,Engineering,,,https://www.pickacourse.lk/course/bachelor-of-mechanical-engineering-technology-with-honours?id=3684,pickacourse.lk,Academic,
Bachelor of Computer Science (Hons) (Network Technology and Cybersecurity),FRIENDS FIRST CAMPUS,IT,,,https://www.pickacourse.lk/course/bachelor-of-computer-science-hons-network-technology-and-cybersecurity?id=3685,pickacourse.lk,Academic,
Bachelor of Arts (Honours) in Creative Multimedia Technology,FRIENDS FIRST CAMPUS,Arts & Design,,,https://www.pickacourse.lk/course/bachelor-of-arts-honours-in-creative-multimedia-technology?id=3686,pickacourse.lk,Academic,
OTHM Level 4 Diploma in Tourism and Hospitality Management,FRIENDS FIRST CAMPUS,"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/othm-level-4-diploma-in-tourism-and-hospitality-management?id=3687,pickacourse.lk,Academic,
Bachelor of Science (Hons) in Hospitality Management,FRIENDS FIRST CAMPUS,"Events, Hotel, Hospitality, Tourism",,,https://www.pickacourse.lk/course/bachelor-of-science-hons-in-hospitality-management?id=3689,pickacourse.lk,Academic,
Bachelor of Psychology,FRIENDS FIRST CAMPUS,Psychology & Counselling,,,https://www.pickacourse.lk/course/bachelor-of-psychology?id=3690,pickacourse.lk,Academic,
Diploma in Montessori Method (AMI) & Primary Teacher Training,FRIENDS FIRST CAMPUS,Education,,,https://www.pickacourse.lk/course/diploma-in-montessori-method-ami-primary-teacher-training?id=3691,pickacourse.lk,Academic,
Bachelor of Business Entrepreneurship,FRIENDS FIRST CAMPUS,Business Management,,,https://www.pickacourse.lk/course/bachelor-of-business-entrepreneurship?id=3693,pickacourse.lk,Academic,
Bachelor of Business Administration in Human Resource Management,FRIENDS FIRST CAMPUS,Business Management - Specialized,,,https://www.pickacourse.lk/course/bachelor-of-business-administration-in-human-resource-management?id=3694,pickacourse.lk,Academic,
OTHM Level 4 Diploma in Business Management,FRIENDS FIRST CAMPUS,Business Management,,,https://www.pickacourse.lk/course/othm-level-4-diploma-in-business-management?id=3695,pickacourse.lk,Academic,
OTHM Level 5 Diploma in Business Management,FRIENDS FIRST CAMPUS,Business Management,,,https://www.pickacourse.lk/course/othm-level-5-diploma-in-business-management?id=3696,pickacourse.lk,Academic,
Certificate in English Beginner (CEFR Level A1),Asian Institute of Business and Technology - AIBT Campus,English,,,https://www.pickacourse.lk/course/certificate-in-english-beginner-cefr-level-a1?id=3699,pickacourse.lk,Academic,
Certificate in English Elementary (CEFR Level A2),Asian Institute of Business and Technology - AIBT Campus,English,,,https://www.pickacourse.lk/course/certificate-in-english-elementary-cefr-level-a2?id=3700,pickacourse.lk,Academic,
Diploma in English (CEFR Level B1),Asian Institute of Business and Technology - AIBT Campus,English,,,https://www.pickacourse.lk/course/diploma-in-english-cefr-level-b1?id=3701,pickacourse.lk,Academic,
Advanced Diploma in English (CEFR Level B2),Asian Institute of Business and Technology - AIBT Campus,English,,,https://www.pickacourse.lk/course/advanced-diploma-in-english-cefr-level-b2?id=3702,pickacourse.lk,Academic,
Diploma in Business and Marketing Strategy (SCQF Level 11),Asian Institute of Business and Technology - AIBT Campus,Business Management - Specialized,,,https://www.pickacourse.lk/course/diploma-in-business-and-marketing-strategy-scqf-level-11?id=3703,pickacourse.lk,Academic,
Diploma in Business Management (SCQF Level 11),Asian Institute of Business and Technology - AIBT Campus,Business Management,,,https://www.pickacourse.lk/course/diploma-in-business-management-scqf-level-11?id=3704,pickacourse.lk,Academic,
Diploma in Accounting and Finance (SCQF Level 11),Asian Institute of Business and Technology - AIBT Campus,Business Management - Specialized,,,https://www.pickacourse.lk/course/diploma-in-accounting-and-finance-scqf-level-11?id=3705,pickacourse.lk,Academic,
Diploma in Human Resource Management (SCQF Level 11),Asian Institute of Business and Technology - AIBT Campus,Business Management - Specialized,,,https://www.pickacourse.lk/course/diploma-in-human-resource-management-scqf-level-11?id=3706,pickacourse.lk,Academic,
BA Business Admin (Hons.),Asian Institute of Business and Technology - AIBT Campus,Business Management,,,https://www.pickacourse.lk/course/ba-business-admin-hons?id=3707,pickacourse.lk,Academic,
MBA – Dual Award from Brittany Université and VERN’,Asian Institute of Business and Technology - AIBT Campus,Business Management,,,https://www.pickacourse.lk/course/mba-dual-award-from-brittany-universite-and-vern?id=3708,pickacourse.lk,Academic,
Business Administration (MBA),Asian Institute of Business and Technology - AIBT Campus,Business Management,,,https://www.pickacourse.lk/course/business-administration-mba?id=3710,pickacourse.lk,Academic,
